Variable,Label
DP02_0060PEA,Annotation of Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade
DP02_0125PMA,Annotation of Percent Margin of Error!!ANCESTRY!!Total population!!American
DP02_0096PEA,Annotation of Percent!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen
DP02_0100E,Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered 2010 or later
DP02_0059PEA,Annotation of Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over
DP02_0150MA,Annotation of Margin of Error!!ANCESTRY!!Total population!!Welsh
DP02_0150PMA,Annotation of Percent Margin of Error!!ANCESTRY!!Total population!!Welsh
DP02_0030PE,Percent!!MARITAL STATUS!!Males 15 years and over!!Divorced
DP02_0074EA,Annotation of Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability
DP02_0113PMA,Annotation of Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only
DP02_0043MA,"Annotation of Margin of Error!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old"
DP02_0047PMA,Annotation of Percent Margin of Error!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years
DP02_0056PE,Percent!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8)
DP02_0035PMA,Annotation of Percent Margin of Error!!MARITAL STATUS!!Females 15 years and over!!Widowed
DP02_0059E,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over
DP02_0008EA,"Annotation of Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone"
DP02_0101PMA,Annotation of Percent Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered before 2010
DP02_0061EA,"Annotation of Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma"
DP02_0058E,Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school
DP02_0128MA,Annotation of Margin of Error!!ANCESTRY!!Total population!!Danish
DP02_0109E,"Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Oceania"
DP02_0026EA,Annotation of Estimate!!MARITAL STATUS!!Males 15 years and over!!Never married
DP02_0084PMA,Annotation of Percent Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Different county
DP02_0060PMA,Annotation of Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade
DP02_0108E,"Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Africa"
DP02_0125PEA,Annotation of Percent!!ANCESTRY!!Total population!!American
DP02_0146EA,Annotation of Estimate!!ANCESTRY!!Total population!!Subsaharan African
DP02_0008PE,"Percent!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone"
DP02_0061PE,"Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma"
DP02_0096PMA,Annotation of Percent Margin of Error!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen
DP02_0107E,"Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Asia"
DP02_0059PMA,Annotation of Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over
DP02_0106E,"Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Europe"
DP02_0150PE,Percent!!ANCESTRY!!Total population!!Welsh
DP02_0113PEA,Annotation of Percent!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only
DP02_0074MA,Annotation of Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability
DP02_0087PE,Percent!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Abroad
DP02_0105E,"Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea"
DP02_0115EA,"Annotation of Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than ""very well"""
DP02_0104E,Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered before 2010
DP02_0039EA,"Annotation of Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women"
DP02_0134PEA,Annotation of Percent!!ANCESTRY!!Total population!!Greek
DP02_0102EA,Annotation of Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born
DP02_0092EA,Annotation of Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state
DP02_0101PEA,Annotation of Percent!!YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered before 2010
DP02_0072PMA,Annotation of Percent Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability
DP02_0061MA,"Annotation of Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma"
DP02_0007PEA,"Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!With children of the householder under 18 years"
DP02_0074PE,Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability
DP02_0008MA,"Annotation of Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone"
DP02_0103E,Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered 2010 or later
DP02_0146PEA,Annotation of Percent!!ANCESTRY!!Total population!!Subsaharan African
DP02_0092PE,Percent!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state
DP02_0120EA,Annotation of Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages
DP02_0061E,"Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma"
DP02_0057EA,Annotation of Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)
DP02_0075PMA,Annotation of Percent Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years
DP02_0063PMA,"Annotation of Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree"
DP02_0060E,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade
DP02_0039PE,"Percent!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women"
DP02_0026MA,Annotation of Margin of Error!!MARITAL STATUS!!Males 15 years and over!!Never married
DP02_0087PMA,Annotation of Percent Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Abroad
DP02_0146MA,Annotation of Margin of Error!!ANCESTRY!!Total population!!Subsaharan African
DP02_0051PMA,Annotation of Percent Margin of Error!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female
DP02_0102PE,Percent!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born
DP02_0044EA,Annotation of Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years
DP02_0013EA,"Annotation of Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone!!65 years and over"
DP02_0092MA,Annotation of Margin of Error!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state
DP02_0128PE,Percent!!ANCESTRY!!Total population!!Danish
DP02_0115MA,"Annotation of Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than ""very well"""
DP02_0099PEA,Annotation of Percent!!YEAR OF ENTRY!!Population born outside the United States!!Native
DP02_0102MA,Annotation of Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born
DP02_0115PE,"Percent!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than ""very well"""
DP02_0134PMA,Annotation of Percent Margin of Error!!ANCESTRY!!Total population!!Greek
DP02_0039MA,"Annotation of Margin of Error!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women"
DP02_0133EA,Annotation of Estimate!!ANCESTRY!!Total population!!German
DP02_0120MA,Annotation of Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages
DP02_0133PE,Percent!!ANCESTRY!!Total population!!German
DP02_0146PMA,Annotation of Percent Margin of Error!!ANCESTRY!!Total population!!Subsaharan African
DP02_0069E,Estimate!!VETERAN STATUS!!Civilian population 18 years and over
DP02_0023PEA,Annotation of Percent!!RELATIONSHIP!!Population in households!!Other relatives
DP02_0057MA,Annotation of Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)
DP02_0011PEA,"Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!With children of the householder under 18 years"
DP02_0151EA,Annotation of Estimate!!ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups)
DP02_0128PMA,Annotation of Percent Margin of Error!!ANCESTRY!!Total population!!Danish
DP02_0068E,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher
DP02_0075EA,Annotation of Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years
DP02_0067E,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher
DP02_0116PMA,Annotation of Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish
DP02_0057PE,Percent!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)
DP02_0044MA,Annotation of Margin of Error!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years
DP02_0066E,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree
DP02_0013MA,"Annotation of Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone!!65 years and over"
DP02_0065E,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree
DP02_0026PE,Percent!!MARITAL STATUS!!Males 15 years and over!!Never married
DP02_0104PMA,Annotation of Percent Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered before 2010
DP02_0064E,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree
DP02_0047PEA,Annotation of Percent!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years
DP02_0099PMA,Annotation of Percent Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Native
DP02_0035PEA,Annotation of Percent!!MARITAL STATUS!!Females 15 years and over!!Widowed
DP02_0063E,"Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree"
DP02_0031EA,Annotation of Estimate!!MARITAL STATUS!!Females 15 years and over
DP02_0133MA,Annotation of Margin of Error!!ANCESTRY!!Total population!!German
DP02_0146PE,Percent!!ANCESTRY!!Total population!!Subsaharan African
DP02_0062E,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)
DP02_0088EA,Annotation of Estimate!!PLACE OF BIRTH!!Total population
DP02_0013PE,"Percent!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone!!65 years and over"
DP02_0081PMA,Annotation of Percent Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)
DP02_0151MA,Annotation of Margin of Error!!ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups)
DP02_0141PEA,Annotation of Percent!!ANCESTRY!!Total population!!Portuguese
DP02_0031PE,Percent!!MARITAL STATUS!!Females 15 years and over
DP02_0151PE,Percent!!ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups)
DP02_0153PEA,Annotation of Percent!!COMPUTERS AND INTERNET USE!!Total households!!With a computer
DP02_0075MA,Annotation of Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years
DP02_0088PE,Percent!!PLACE OF BIRTH!!Total population
DP02_0093PMA,"Annotation of Percent Margin of Error!!PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)"
DP02_0116EA,Annotation of Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish
DP02_0049E,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years
DP02_0004PEA,Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household
DP02_0009EA,"Annotation of Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone!!65 years and over"
DP02_0120PE,Percent!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages
DP02_0068PMA,Annotation of Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher
DP02_0062EA,Annotation of Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)
DP02_0048E,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years
DP02_0016PEA,Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Average household size
DP02_0129EA,Annotation of Estimate!!ANCESTRY!!Total population!!Dutch
DP02_0044PE,Percent!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years
DP02_0031MA,Annotation of Margin of Error!!MARITAL STATUS!!Females 15 years and over
DP02_0047E,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years
DP02_0088MA,Annotation of Margin of Error!!PLACE OF BIRTH!!Total population
DP02_0046E,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year
DP02_0147EA,Annotation of Estimate!!ANCESTRY!!Total population!!Swedish
DP02_0009PE,"Percent!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone!!65 years and over"
DP02_0062PE,Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)
DP02_0141PMA,Annotation of Percent Margin of Error!!ANCESTRY!!Total population!!Portuguese
DP02_0014EA,Annotation of Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years
DP02_0153PMA,Annotation of Percent Margin of Error!!COMPUTERS AND INTERNET USE!!Total households!!With a computer
DP02_0093MA,"Annotation of Margin of Error!!PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)"
DP02_0122PMA,Annotation of Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages
DP02_0129PE,Percent!!ANCESTRY!!Total population!!Dutch
DP02_0116MA,Annotation of Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish
DP02_0028PEA,Annotation of Percent!!MARITAL STATUS!!Males 15 years and over!!Separated
